genergy,gpuls,gdpuls,nbumps,nbumps2,nbumps3,nbumps4,nbumps5,energy,class,seismic_a,seismic_b,seismoacoustic_a,seismoacoustic_b,seismoacoustic_c,shift_N,shift_W,ghazard_a,ghazard_b,ghazard_c
23220.0,112.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
16630.0,81.0,-59.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
8750.0,47.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
20150.0,64.0,-62.0,1.0,0.0,1.0,0.0,0.0,5000.0,0,1,0,1,0,0,1,0,1,0,0
15590.0,82.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
102720.0,265.0,-66.0,2.0,1.0,1.0,0.0,0.0,2700.0,0,1,0,1,0,0,0,1,1,0,0
250030.0,687.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
39510.0,204.0,40.0,1.0,0.0,1.0,0.0,0.0,5000.0,0,1,0,1,0,0,1,0,1,0,0
64200.0,198.0,35.0,1.0,1.0,0.0,0.0,0.0,500.0,0,1,0,0,1,0,1,0,1,0,0
309010.0,983.0,38.0,2.0,1.0,1.0,0.0,0.0,1800.0,0,1,0,0,1,0,0,1,0,1,0
59060.0,264.0,85.0,1.0,0.0,1.0,0.0,0.0,6000.0,0,1,0,0,1,0,1,0,0,1,0
66510.0,215.0,50.0,1.0,1.0,0.0,0.0,0.0,300.0,0,1,0,0,1,0,1,0,0,1,0
248900.0,739.0,0.0,1.0,1.0,0.0,0.0,0.0,400.0,0,1,0,0,1,0,0,1,0,1,0
51620.0,186.0,34.0,1.0,0.0,1.0,0.0,0.0,7000.0,0,1,0,0,1,0,1,0,1,0,0
45150.0,140.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,1,0,0
60460.0,191.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,1,0,0
18330.0,91.0,-43.0,1.0,0.0,1.0,0.0,0.0,4000.0,0,1,0,1,0,0,1,0,1,0,0
50580.0,134.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
269070.0,767.0,4.0,2.0,2.0,0.0,0.0,0.0,800.0,0,1,0,1,0,0,0,1,1,0,0
37360.0,171.0,0.0,1.0,0.0,1.0,0.0,0.0,4000.0,0,1,0,1,0,0,1,0,1,0,0
372770.0,975.0,32.0,3.0,3.0,0.0,0.0,0.0,1400.0,0,1,0,1,0,0,0,1,1,0,0
44180.0,203.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
32070.0,138.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
31540.0,121.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
46380.0,133.0,-16.0,1.0,0.0,1.0,0.0,0.0,5000.0,0,1,0,1,0,0,1,0,1,0,0
18160.0,78.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
147520.0,472.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
202640.0,588.0,-41.0,2.0,1.0,1.0,0.0,0.0,4300.0,0,1,0,1,0,0,0,1,1,0,0
259110.0,1409.0,46.0,1.0,1.0,0.0,0.0,0.0,900.0,0,1,0,1,0,0,0,1,1,0,0
40210.0,193.0,-59.0,1.0,0.0,1.0,0.0,0.0,5000.0,0,1,0,1,0,0,1,0,1,0,0
59210.0,175.0,-61.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
590510.0,1780.0,-6.0,1.0,1.0,0.0,0.0,0.0,800.0,0,1,0,1,0,0,0,1,1,0,0
75930.0,305.0,-27.0,1.0,0.0,1.0,0.0,0.0,6000.0,0,1,0,1,0,0,1,0,1,0,0
73030.0,240.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
317360.0,1068.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
227990.0,734.0,-59.0,2.0,1.0,1.0,0.0,0.0,4300.0,0,1,0,1,0,0,0,1,1,0,0
96080.0,433.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
210960.0,773.0,-35.0,1.0,0.0,1.0,0.0,0.0,5000.0,0,1,0,1,0,0,0,1,1,0,0
24900.0,159.0,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
302440.0,1250.0,9.0,2.0,2.0,0.0,0.0,0.0,600.0,0,1,0,1,0,0,0,1,1,0,0
46160.0,250.0,15.0,1.0,0.0,1.0,0.0,0.0,6000.0,0,1,0,1,0,0,1,0,1,0,0
436650.0,1232.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,1,0,0
58230.0,279.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,1,0,0
36380.0,222.0,-2.0,1.0,0.0,1.0,0.0,0.0,4000.0,0,1,0,0,1,0,1,0,1,0,0
169370.0,644.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,1,0,0
96600.0,383.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,1,0,0
233810.0,839.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
149050.0,697.0,-35.0,1.0,0.0,1.0,0.0,0.0,6000.0,0,1,0,1,0,0,0,1,1,0,0
63550.0,325.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
194580.0,697.0,-32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
63550.0,325.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
194580.0,697.0,-32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
46020.0,267.0,6.0,1.0,0.0,1.0,0.0,0.0,5000.0,0,1,0,1,0,0,1,0,1,0,0
104390.0,331.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
285750.0,791.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
26510.0,106.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
25580.0,120.0,-53.0,1.0,0.0,1.0,0.0,0.0,6000.0,0,1,0,1,0,0,1,0,1,0,0
298230.0,916.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
39040.0,231.0,-5.0,1.0,0.0,1.0,0.0,0.0,5000.0,0,1,0,1,0,0,1,0,1,0,0
54990.0,182.0,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
172120.0,537.0,-41.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
25280.0,158.0,-35.0,1.0,0.0,1.0,0.0,0.0,4000.0,0,1,0,1,0,0,1,0,1,0,0
270040.0,717.0,-14.0,2.0,2.0,0.0,0.0,0.0,800.0,0,1,0,1,0,0,0,1,1,0,0
41120.0,132.0,-43.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
22710.0,68.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
13160.0,46.0,-76.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
19500.0,80.0,-51.0,1.0,0.0,1.0,0.0,0.0,4000.0,0,1,0,1,0,0,1,0,1,0,0
12970.0,53.0,-64.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
166700.0,363.0,-56.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
274170.0,997.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
56120.0,222.0,89.0,1.0,0.0,1.0,0.0,0.0,5000.0,0,1,0,0,1,0,1,0,1,0,0
226790.0,717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,1,0,0
134640.0,611.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,1,0,0
49910.0,208.0,61.0,1.0,0.0,1.0,0.0,0.0,3000.0,0,1,0,0,1,0,1,0,1,0,0
328050.0,707.0,0.0,1.0,1.0,0.0,0.0,0.0,200.0,0,1,0,0,1,0,0,1,1,0,0
140090.0,380.0,-46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,1,0,0
42820.0,150.0,9.0,1.0,0.0,1.0,0.0,0.0,3000.0,0,1,0,1,0,0,1,0,1,0,0
157740.0,440.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
325750.0,1068.0,67.0,1.0,0.0,1.0,0.0,0.0,3000.0,0,1,0,1,0,0,0,1,1,0,0
300520.0,894.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
465730.0,1325.0,-12.0,1.0,0.0,1.0,0.0,0.0,4000.0,0,1,0,1,0,0,0,1,1,0,0
336600.0,984.0,-34.0,1.0,0.0,1.0,0.0,0.0,4000.0,0,1,0,1,0,0,0,1,1,0,0
112300.0,263.0,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
951410.0,1332.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
203850.0,476.0,-32.0,1.0,0.0,1.0,0.0,0.0,3000.0,0,1,0,1,0,0,1,0,1,0,0
715390.0,1923.0,36.0,1.0,1.0,0.0,0.0,0.0,300.0,0,1,0,1,0,0,0,1,1,0,0
160350.0,828.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
76150.0,260.0,-50.0,1.0,0.0,1.0,0.0,0.0,4000.0,0,1,0,1,0,0,1,0,1,0,0
373180.0,1246.0,-14.0,1.0,0.0,1.0,0.0,0.0,2000.0,0,1,0,1,0,0,0,1,1,0,0
481630.0,1678.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
620720.0,1789.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
99160.0,514.0,4.0,1.0,0.0,1.0,0.0,0.0,4000.0,0,1,0,1,0,0,1,0,1,0,0
280830.0,689.0,39.0,1.0,0.0,1.0,0.0,0.0,3000.0,0,1,0,1,0,0,1,0,1,0,0
557230.0,1642.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
65800.0,259.0,-49.0,1.0,0.0,1.0,0.0,0.0,4000.0,0,1,0,1,0,0,1,0,1,0,0
270490.0,865.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
307540.0,1020.0,-32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
51230.0,222.0,-57.0,1.0,0.0,1.0,0.0,0.0,3000.0,0,1,0,1,0,0,1,0,1,0,0
314100.0,904.0,-37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
368340.0,1325.0,-4.0,1.0,0.0,1.0,0.0,0.0,2000.0,0,1,0,1,0,0,0,1,1,0,0
114540.0,488.0,0.0,2.0,0.0,2.0,0.0,0.0,8000.0,0,1,0,1,0,0,1,0,1,0,0
316200.0,1089.0,-21.0,3.0,1.0,2.0,0.0,0.0,2700.0,0,1,0,1,0,0,0,1,1,0,0
209760.0,919.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
46300.0,197.0,-63.0,1.0,0.0,1.0,0.0,0.0,5000.0,0,1,0,1,0,0,1,0,1,0,0
372380.0,1264.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
47830.0,264.0,-47.0,1.0,0.0,1.0,0.0,0.0,3000.0,0,1,0,1,0,0,1,0,1,0,0
396530.0,1209.0,-13.0,1.0,0.0,1.0,0.0,0.0,6000.0,0,1,0,1,0,0,0,1,1,0,0
87740.0,357.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
74570.0,308.0,-35.0,2.0,0.0,2.0,0.0,0.0,4000.0,0,1,0,1,0,0,1,0,1,0,0
37490.0,224.0,-51.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
303610.0,1034.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
278230.0,1060.0,-18.0,1.0,1.0,0.0,0.0,0.0,900.0,0,1,0,1,0,0,0,1,1,0,0
64930.0,273.0,-33.0,1.0,0.0,1.0,0.0,0.0,5000.0,0,1,0,1,0,0,1,0,1,0,0
498960.0,1447.0,17.0,1.0,1.0,0.0,0.0,0.0,900.0,0,1,0,1,0,0,0,1,1,0,0
443740.0,1321.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
39620.0,195.0,-53.0,1.0,0.0,1.0,0.0,0.0,4000.0,0,1,0,1,0,0,1,0,1,0,0
788230.0,1484.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
119460.0,269.0,-64.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
65100.0,172.0,-75.0,1.0,0.0,1.0,0.0,0.0,3000.0,0,1,0,1,0,0,1,0,1,0,0
1049580.0,1807.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,1,0,0
715540.0,1471.0,-4.0,2.0,2.0,0.0,0.0,0.0,900.0,1,1,0,0,1,0,0,1,1,0,0
92520.0,169.0,-74.0,1.0,0.0,0.0,1.0,0.0,10000.0,1,1,0,0,1,0,1,0,1,0,0
974430.0,1828.0,20.0,2.0,1.0,0.0,1.0,0.0,20600.0,0,0,1,0,0,1,0,1,1,0,0
696470.0,1368.0,-12.0,2.0,1.0,1.0,0.0,0.0,2400.0,0,0,1,0,0,1,0,1,1,0,0
61620.0,195.0,-4.0,1.0,0.0,1.0,0.0,0.0,3000.0,0,0,1,0,0,1,1,0,1,0,0
1124850.0,2153.0,39.0,3.0,1.0,2.0,0.0,0.0,3900.0,0,1,0,0,0,1,0,1,1,0,0
640820.0,1235.0,-23.0,1.0,0.0,1.0,0.0,0.0,5000.0,0,1,0,0,1,0,0,1,1,0,0
1096910.0,2037.0,29.0,2.0,1.0,1.0,0.0,0.0,3700.0,0,1,0,0,1,0,0,1,1,0,0
155540.0,363.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,1,0,0
722590.0,2125.0,30.0,2.0,0.0,2.0,0.0,0.0,5000.0,0,1,0,0,1,0,0,1,1,0,0
582700.0,1232.0,-28.0,1.0,0.0,1.0,0.0,0.0,7000.0,0,1,0,0,1,0,0,1,1,0,0
691310.0,1416.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,1,0,0
698810.0,1279.0,-14.0,3.0,0.0,3.0,0.0,0.0,8000.0,0,1,0,0,1,0,0,1,1,0,0
94110.0,314.0,-58.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,1,0,0
716630.0,1677.0,14.0,2.0,2.0,0.0,0.0,0.0,700.0,0,1,0,1,0,0,0,1,1,0,0
641120.0,1571.0,6.0,1.0,1.0,0.0,0.0,0.0,800.0,0,1,0,1,0,0,0,1,1,0,0
384230.0,751.0,6.0,3.0,1.0,2.0,0.0,0.0,9700.0,1,1,0,1,0,0,1,0,1,0,0
790830.0,1434.0,-4.0,2.0,0.0,1.0,1.0,0.0,13000.0,0,1,0,1,0,0,0,1,1,0,0
390180.0,938.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,1,0,0
69360.0,257.0,-65.0,1.0,0.0,1.0,0.0,0.0,4000.0,0,1,0,0,1,0,1,0,1,0,0
936850.0,1737.0,17.0,2.0,1.0,1.0,0.0,0.0,2600.0,0,1,0,0,1,0,0,1,1,0,0
432690.0,1012.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,1,0,0
441960.0,1006.0,-33.0,3.0,0.0,3.0,0.0,0.0,6000.0,0,1,0,1,0,0,0,1,1,0,0
912890.0,2001.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
446210.0,1030.0,-32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
84630.0,233.0,-67.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
77540.0,174.0,-73.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
117040.0,328.0,-45.0,1.0,0.0,1.0,0.0,0.0,2000.0,0,1,0,1,0,0,1,0,1,0,0
414700.0,900.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
960770.0,2117.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
763520.0,2079.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,1,0
541040.0,1295.0,-19.0,4.0,3.0,1.0,0.0,0.0,4200.0,0,1,0,0,1,0,0,1,0,1,0
1127430.0,3031.0,90.0,1.0,1.0,0.0,0.0,0.0,300.0,0,1,0,0,1,0,0,1,1,0,0
664090.0,1824.0,5.0,2.0,2.0,0.0,0.0,0.0,1100.0,0,1,0,0,1,0,0,1,1,0,0
320150.0,1012.0,-42.0,2.0,0.0,2.0,0.0,0.0,5000.0,0,1,0,1,0,0,0,1,1,0,0
768080.0,2124.0,24.0,1.0,1.0,0.0,0.0,0.0,300.0,0,1,0,1,0,0,0,1,1,0,0
474770.0,1512.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
682910.0,1486.0,-18.0,2.0,0.0,2.0,0.0,0.0,6000.0,0,1,0,1,0,0,0,1,1,0,0
1256570.0,3289.0,88.0,3.0,2.0,1.0,0.0,0.0,6200.0,0,1,0,1,0,0,0,1,1,0,0
576040.0,1541.0,-22.0,1.0,1.0,0.0,0.0,0.0,900.0,0,1,0,1,0,0,0,1,1,0,0
782750.0,1593.0,-17.0,2.0,0.0,2.0,0.0,0.0,6000.0,0,1,0,1,0,0,0,1,1,0,0
1371400.0,3040.0,63.0,1.0,1.0,0.0,0.0,0.0,300.0,0,1,0,1,0,0,0,1,1,0,0
891720.0,2037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
1034700.0,1837.0,-6.0,1.0,0.0,1.0,0.0,0.0,2000.0,1,1,0,1,0,0,0,1,1,0,0
2129020.0,3722.0,91.0,2.0,1.0,0.0,1.0,0.0,20600.0,0,0,1,0,1,0,0,1,0,1,0
1547010.0,3060.0,38.0,3.0,1.0,2.0,0.0,0.0,6500.0,0,0,1,0,1,0,0,1,1,0,0
924910.0,1869.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0,0
1988970.0,3697.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
218630.0,645.0,14.0,1.0,0.0,1.0,0.0,0.0,3000.0,0,1,0,1,0,0,1,0,1,0,0
1018360.0,2263.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
1189240.0,2159.0,-12.0,3.0,2.0,1.0,0.0,0.0,5200.0,0,1,0,1,0,0,0,1,1,0,0
1582550.0,2545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0
927530.0,1777.0,-32.0,1.0,0.0,1.0,0.0,0.0,3000.0,0,1,0,1,0,0,0,1,1,0,0
2052510.0,3635.0,46.0,1.0,1.0,0.0,0.0,0.0,800.0,0,1,0,1,0,0,0,1,1,0,0
1260100.0,2519.0,-5.0,1.0,1.0,0.0,0.0,0.0,600.0,0,1,0,1,0,0,0,1,1,0,0
1062280.0,1982.0,-27.0,2.0,1.0,1.0,0.0,0.0,5200.0,0,1,0,1,0,0,0,1,1,0,0
2196220.0,3848.0,51.0,3.0,1.0,2.0,0.0,0.0,8500.0,0,1,0,1,0,0,0,1,1,0,0
1138340.0,2106.0,-20.0,2.0,0.0,2.0,0.0,0.0,11000.0,0,1,0,1,0,0,0,1,1,0,0
918020.0,1759.0,-34.0,2.0,0.0,2.0,0.0,0.0,5000.0,0,1,0,1,0,0,0,1,1,0,0
1766860.0,2899.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,1,0,0
1699290.0,3425.0,36.0,1.0,0.0,0.0,1.0,0.0,50000.0,0,0,1,1,0,0,0,1,1,0,0
301550.0,922.0,66.0,1.0,0.0,1.0,0.0,0.0,3000.0,0,0,1,0,1,0,1,0,1,0,0
1355970.0,2326.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,1,0,0
2595650.0,4365.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,1,0,0
2160800.0,4518.0,57.0,4.0,2.0,2.0,0.0,0.0,5100.0,0,1,0,0,1,0,0,1,1,0,0
1367850.0,3137.0,5.0,1.0,0.0,1.0,0.0,0.0,1000.0,0,1,0,1,0,0,0,1,1,0,0
251120.0,624.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
157450.0,418.0,-31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1,0,0
